Image Names	Problem_colors	Contrasts	Labels	Distance	Conclusion
elife-18770-fig3-v3	FALSE				Definitely okay
elife-18825-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-18855-fig1-v2	FALSE				Definitely okay
elife-18857-fig4-v2	FALSE				Definitely okay
elife-18857-fig8-v2.jpg	TRUE	Y	N	N	Probably problematic
elife-18882-fig4-v2.jpg	FALSE				Definitely okay
elife-18972-fig3-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-18972-fig5-v3	TRUE	Y	N	N	Definitely okay
elife-18972-fig6-v3.jpg	TRUE	N	Y	N	Probably problematic
elife-18981-fig1-v3	TRUE	NA	NA	Y	Definitely okay
elife-19022-fig10-v3	TRUE	Y	N	N	Definitely okay
elife-19027-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-19089-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-19090-fig7-v2	FALSE				Definitely okay
elife-19095-fig7-v1	FALSE				Definitely okay
elife-19131-fig6-v2.jpg	TRUE	N	Y	N	Probably problematic
elife-19145-fig4-v2	FALSE				Definitely okay
elife-19153-fig8-v3	FALSE				Definitely okay
elife-19157-fig10-v2	FALSE				Definitely okay
elife-19157-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-19214-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-19236-fig3-v2	FALSE				Definitely okay
elife-19236-fig6-v2.jpg	FALSE				Definitely okay
elife-19264-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-19264-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-19272-fig7-v2.jpg	TRUE	Y	Y	N	Probably okay
elife-19273-fig7-v1	FALSE				Gray-scale
elife-19295-fig1-v2.jpg	FALSE				Definitely okay
elife-19298-fig3-v2	FALSE				Gray-scale
elife-19332-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-19374-fig2-v3	TRUE	Y	Y	Y	Definitely okay
elife-19394-fig6-v3	FALSE				Definitely okay
elife-19394-fig7-v3	FALSE				Gray-scale
elife-19406-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-19466-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-19466-fig3-v3	FALSE				Definitely okay
elife-19466-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-19466-fig9-v2	TRUE	Y	N	N	Definitely okay
elife-19469-fig10-v2	TRUE	Y	Y	Y	Definitely okay
elife-19484-fig1-v2.jpg	FALSE				Definitely okay
elife-19484-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-19493-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-19493-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-19505-fig1-v1	TRUE	Y	N	N	Probably okay
elife-19510-fig5-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-19510-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-19531-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-19535-fig5-v1	FALSE				Definitely okay
elife-19573-fig6-v4	FALSE				Definitely okay
elife-19607-fig1-v3	TRUE	Y	Y	Y	Definitely okay
elife-19671-fig4-v1.jpg	FALSE				Definitely okay
elife-19686-fig10-v1	TRUE	Y	Y	Y	Definitely okay
elife-19706-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-19720-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-19720-fig6-v1	FALSE				Definitely okay
elife-19755-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-19755-fig8-v2	TRUE	N	Y	Y	Definitely okay
elife-19788-fig1-v2	FALSE				Definitely okay
elife-19848-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-19848-fig5-v2.jpg	TRUE	N	N	N	Probably problematic
elife-19874-fig6-v2	FALSE				Definitely okay
elife-19881-fig7-v2	FALSE				Definitely okay
elife-19891-fig2-v2	FALSE				Definitely okay
elife-19892-fig4-v1	TRUE	Y	N	N	Probably okay
elife-19892-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-19893-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-19942-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-19942-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-19991-fig8-v2	FALSE				Definitely okay
elife-19993-fig1-v3	FALSE				Definitely okay
elife-19993-fig2-v3	FALSE				Definitely okay
elife-20023-fig3-v1.jpg	FALSE				Definitely okay
elife-20023-fig7-v1.jpg	FALSE				Definitely okay
elife-20041-fig4-v2	FALSE				Definitely okay
elife-20059-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-20059-fig2-v2	FALSE				Gray-scale
elife-20068-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-20147-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-20156-fig11-v1	TRUE	Y	N	N	Definitely okay
elife-20156-fig5-v2	FALSE				Definitely okay
elife-20172-fig1-v3	FALSE				Definitely okay
elife-20178-fig1-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-20185-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-20198-fig5-v2.jpg	FALSE				Definitely okay
elife-20198-fig6-v2	TRUE	Y	N	N	Probably okay
elife-20236-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-20242-fig1-v2	FALSE				Definitely okay
elife-20253-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-20317-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-20331-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-20352-fig7-v2	FALSE				Definitely okay
elife-20375-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-20383-fig4-v2	FALSE				Definitely okay
elife-20390-fig3-v2	FALSE				Definitely okay
elife-20470-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-20488-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-20522-fig5-v2.jpg	TRUE	N	N	Y	Definitely okay
elife-20522-fig7-v1	FALSE				Definitely okay
elife-20527-fig3-v3	TRUE	NA	NA	Y	Definitely okay
elife-20532-fig3-v1	TRUE	Y	N	N	Definitely okay
elife-20533-fig7-v2	FALSE				Gray-scale
elife-20542-fig8-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-20552-fig8-v1	FALSE				Definitely okay
elife-20552-fig9-v2	FALSE				Definitely okay
elife-20556-fig8-v1.jpg	TRUE	Y	N	N	Probably okay
elife-20600-fig6-v1	TRUE	Y	N	N	Probably problematic
elife-20621-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-20695-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-20707-fig5-v2.jpg	FALSE				Definitely okay
elife-20718-fig6-v4.jpg	TRUE	Y	N	N	Definitely okay
elife-20721-fig1-v1	FALSE				Definitely okay
elife-20725-fig9-v1	TRUE	Y	Y	Y	Definitely okay
elife-20750-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-20782-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-20818-fig5-v3	TRUE	Y	N	N	Definitely okay
elife-20851-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-20882-fig7-v1	TRUE	N	Y	Y	Definitely okay
elife-20922-fig8-v1	TRUE	Y	Y	Y	Definitely okay
elife-20934-fig5-v3	TRUE	Y	N	Y	Definitely okay
elife-20937-fig6-v2	FALSE				Definitely okay
elife-20975-fig2-v2	FALSE				Definitely okay
elife-20982-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-20985-fig10-v2	FALSE				Definitely okay
elife-21012-fig2-v3	TRUE	N	N	N	Definitely problematic
elife-21032-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-21036-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-21036-fig9-v1	TRUE	Y	N	Y	Definitely okay
elife-21105-fig3-v2	TRUE	NA	NA	Y	Definitely okay
elife-21126-fig6-v3	TRUE	Y	Y	N	Definitely okay
elife-21130-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-21137-fig2-v1	TRUE	Y	N	N	Probably okay
elife-21143-fig6-v3	TRUE	NA	NA	Y	Definitely okay
elife-21166-fig5-v1	FALSE				Definitely okay
elife-21172-fig5-v2	FALSE				Definitely okay
elife-21297-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-21330-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-21397-fig1-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-21455-fig1-v2.jpg	FALSE				Definitely okay
elife-21470-fig1-v2	FALSE				Gray-scale
elife-21475-fig8-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-21510-fig1-v2.jpg	TRUE	Y	N	N	Probably problematic
elife-21516-fig8-v1	TRUE	Y	N	Y	Definitely okay
elife-21598-fig1-v4	TRUE	N	Y	Y	Definitely okay
elife-21615-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-21629-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-21629-fig6-v2.jpg	FALSE				Definitely okay
elife-21673-fig5-v3	FALSE				Definitely okay
elife-21687-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-21690-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-21715-fig5-v3	TRUE	Y	Y	Y	Definitely okay
elife-21771-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-21843-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-21886-fig3-v2.jpg	FALSE				Definitely okay
elife-21886-fig6-v2.jpg	TRUE	Y	N	N	Probably okay
elife-21937-fig7-v2.jpg	FALSE				Definitely okay
elife-22028-fig8-v3	TRUE	Y	Y	N	Definitely okay
elife-22053-fig1-v2	FALSE				Definitely okay
elife-22054-fig2-v1	FALSE				Definitely okay
elife-22054-fig3-v2	FALSE				Definitely okay
elife-22057-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-22086-fig3-v3	TRUE	N	N	N	Definitely problematic
elife-22089-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-22114-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-22144-fig3-v2	FALSE				Definitely okay
elife-22153-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-22175-fig7-v1.jpg	FALSE				Definitely okay
elife-22187-fig1-v3.jpg	TRUE	Y	N	N	Probably okay
elife-22199-fig9-v2	FALSE				Definitely okay
elife-22206-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-22225-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-22264-fig6-v2	TRUE	Y	N	Y	Definitely okay
elife-22280-fig1-v4	TRUE	NA	NA	Y	Definitely okay
elife-22409-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-22416-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-22441-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-22441-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-22451-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-22474-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-22477-fig7-v2	TRUE	NA	NA	Y	Definitely okay
elife-22509-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-22509-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-22510-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-22512-fig6-v2	FALSE				Definitely okay
elife-22519-fig7-v1.jpg	TRUE	Y	NA	Y	Definitely okay
elife-22520-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-22537-fig7-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-22540-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-22626-fig2-v1.jpg	FALSE				Definitely okay
elife-22630-fig7-v2	FALSE				Definitely okay
elife-22644-fig2-v1.jpg	TRUE	Y	N	Y	Probably okay
elife-22644-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-22749-fig6-v2	FALSE				Definitely okay
elife-22759-fig2-v2	FALSE				Definitely okay
elife-22759-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-22784-fig1-v2	FALSE				Definitely okay
elife-22896-fig1-v2	FALSE				Definitely okay
elife-22900-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-22901-fig9-v1	FALSE				Definitely okay
elife-22906-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-22914-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-22914-fig7-v2	FALSE				Definitely okay
elife-22939-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-22962-fig4-v3	FALSE				Definitely okay
elife-22974-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-22974-fig4-v3	TRUE	Y	Y	N	Definitely okay
elife-22974-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-22978-fig3-v2	FALSE				Definitely okay
elife-23001-fig5-v5	FALSE				Gray-scale
elife-23011-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-23011-fig6-v3.jpg	TRUE	Y	N	Y	Definitely okay
elife-23024-fig3-v3	FALSE				Definitely okay
elife-23024-fig8-v3	FALSE				Definitely okay
elife-23040-fig5-v1	TRUE	NA	NA	Y	Definitely okay
elife-23084-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-23130-fig1-v2	FALSE				Definitely okay
elife-23130-fig2-v3	FALSE				Definitely okay
elife-23130-fig3-v3	FALSE				Definitely okay
elife-23130-fig4-v2	FALSE				Definitely okay
elife-23130-fig5-v3	FALSE				Definitely okay
elife-23130-fig6-v3	FALSE				Definitely okay
elife-23136-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-23172-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-23193-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-23193-fig4-v2	FALSE				Definitely okay
elife-23206-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-23235-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-23235-fig10-v1.jpg	FALSE				Gray-scale
elife-23244-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-23249-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-23255-fig3-v1	TRUE	Y	N	Y	Definitely okay
elife-23279-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-23282-fig1-v2	FALSE				Definitely okay
elife-23292-fig6-v3	FALSE				Definitely okay
elife-23352-fig2-v4	TRUE	N	N	N	Definitely problematic
elife-23361-fig6-v2.jpg	FALSE				Definitely okay
elife-23382-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-23382-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-23382-fig7-v1	FALSE				Definitely okay
elife-23386-fig9-v2.jpg	TRUE	Y	NA	Y	Probably okay
elife-23421-fig5-v3	TRUE	Y	Y	Y	Definitely okay
elife-23435-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-23468-fig3-v1.jpg	TRUE	Y	N	N	Probably okay
elife-23471-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-23473-fig2-v4.jpg	FALSE				Definitely okay
elife-23493-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-23493-fig2-v3	FALSE				Definitely okay
elife-23493-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-23496-fig4-v1.jpg	FALSE				Definitely okay
elife-23496-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-23499-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-23499-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-23532-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-23532-fig3-v2	FALSE				Definitely okay
elife-23609-fig9-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-23625-fig3-v2	FALSE				Definitely okay
elife-23629-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-23629-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-23645-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-23670-fig4-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-23717-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-23759-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-23763-fig11-v4	TRUE	Y	Y	N	Definitely okay
elife-23763-fig5-v4.jpg	TRUE	Y	N	Y	Probably okay
elife-23763-fig6-v3	FALSE				Definitely okay
elife-23763-fig8-v3	FALSE				Definitely okay
elife-23785-fig6-v1	FALSE				Definitely okay
elife-23845-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-23866-fig6-v3.jpg	FALSE				Definitely okay
elife-23872-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-23872-fig8-v2	TRUE	Y	N	N	Probably problematic
elife-23886-fig2-v3	FALSE				Definitely okay
elife-23897-fig6-v3	TRUE	NA	NA	Y	Definitely okay
elife-23955-fig2-v2	FALSE				Definitely okay
elife-23955-fig6-v2	TRUE	Y	NA	Y	Definitely okay
elife-23955-fig8-v2	TRUE	Y	N	Y	Definitely okay
elife-23966-fig5-v1	FALSE				Gray-scale
elife-24059-fig4-v2	FALSE				Definitely okay
elife-24059-fig7-v2.jpg	FALSE				Gray-scale
elife-24059-fig8-v2	FALSE				Gray-scale
elife-24063-fig4-v1	FALSE				Definitely okay
elife-24071-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-24119-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-24125-fig7-v2	FALSE				Gray-scale
elife-24125-fig8-v3.jpg	TRUE	Y	N	Y	Definitely okay
elife-24176-fig10-v1.jpg	FALSE				Definitely okay
elife-24192-fig4-v3	TRUE	N	N	N	Definitely problematic
elife-24192-fig5-v4	FALSE				Definitely okay
elife-24192-fig7-v2	FALSE				Definitely okay
elife-24196-fig2-v1	TRUE	Y	Y	Y	Definitely okay
elife-24231-fig12-v1.jpg	FALSE				Definitely okay
elife-24231-fig8-v1	TRUE	Y	Y	N	Definitely okay
elife-24232-fig23-v1	FALSE				Definitely okay
elife-24232-fig25-v1	FALSE				Definitely okay
elife-24241-fig1-v2	FALSE				Definitely okay
elife-24241-fig3-v2.jpg	FALSE				Definitely okay
elife-24265-fig2-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-24265-fig3-v4	TRUE	N	N	N	Definitely problematic
elife-24271-fig1-v1.jpg	FALSE				Definitely okay
elife-24318-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-24325-fig8-v1	TRUE	Y	Y	Y	Definitely okay
elife-24336-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-24340-fig2-v2	FALSE				Definitely okay
elife-24364-fig2-v2.jpg	TRUE	Y	N	N	Probably okay
elife-24369-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-24466-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-24466-fig6-v3	TRUE	Y	N	N	Definitely okay
elife-24466-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-24490-fig5-v2	FALSE				Definitely okay
elife-24490-fig6-v2	FALSE				Definitely okay
elife-24550-fig1-v2	FALSE				Definitely okay
elife-24550-fig5-v2	FALSE				Definitely okay
elife-24560-fig3-v3	TRUE	Y	Y	Y	Definitely okay
elife-24573-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-24655-fig6-v2.jpg	FALSE				Definitely okay
elife-24660-fig3-v3	TRUE	N	N	N	Definitely problematic
elife-24665-fig2-v4.jpg	FALSE				Gray-scale
elife-24722-fig8-v3	FALSE				Definitely okay
elife-24722-fig9-v3	FALSE				Definitely okay
elife-24733-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-24763-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-24770-fig3-v2	FALSE				Definitely okay
elife-24771-fig4-v2	TRUE	Y	N	N	Probably okay
elife-24779-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-24779-fig5-v4.jpg	TRUE	Y	Y	Y	Definitely okay
elife-24820-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-24838-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-24845-fig5-v3.jpg	TRUE	Y	N	N	Probably problematic
elife-24869-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-24905-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-24910-fig2-v5	FALSE				Definitely okay
elife-24910-fig3-v3	FALSE				Definitely okay
elife-24910-fig5-v4	TRUE	Y	Y	N	Definitely okay
elife-24910-fig6-v5.jpg	FALSE				Definitely okay
elife-24958-fig3-v3	TRUE	Y	Y	Y	Definitely okay
elife-24958-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-24992-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-24992-fig8-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-24998-fig8-v2	FALSE				Definitely okay
elife-25008-fig4-v4.jpg	TRUE	Y	Y	N	Definitely okay
elife-25014-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-25060-fig1-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-25060-fig1-v4	TRUE	Y	N	N	Definitely okay
elife-25060-fig4-v3	TRUE	Y	N	Y	Definitely okay
elife-25062-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-25062-fig2-v1	FALSE				Definitely okay
elife-25068-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-25069-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-25073-fig1-v2	FALSE				Definitely okay
elife-25093-fig2-v4	TRUE	N	N	N	Definitely problematic
elife-25094-fig3-v3	TRUE	N	N	N	Definitely problematic
elife-25139-fig4-v2.jpg	FALSE				Gray-scale
elife-25197-fig1-v2	FALSE				Definitely okay
elife-25217-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-25232-fig2-v3	FALSE				Definitely okay
elife-25233-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-25281-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-25293-fig3-v1	FALSE				Definitely okay
elife-25293-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-25317-fig5-v2	FALSE				Definitely okay
elife-25366-fig1-v3	TRUE	N	N	N	Definitely problematic
elife-25366-fig2-v3	TRUE	N	N	N	Definitely problematic
elife-25384-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-25421-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-25423-fig8-v2	TRUE	NA	NA	Y	Definitely okay
elife-25466-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-25478-fig1-v2	TRUE	N	N	N	Probably problematic
elife-25492-fig5-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-25496-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-25541-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-25541-fig7-v1	TRUE	Y	N	Y	Definitely okay
elife-25541-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-25555-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-25555-fig9-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-25605-fig5-v3	TRUE	N	N	N	Definitely problematic
elife-25606-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-25648-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-25651-fig4-v2	FALSE				Definitely okay
elife-25651-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-25681-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-25681-fig7-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-25687-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-25687-fig5-v2	FALSE				Definitely okay
elife-25716-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-25716-fig3-v2	FALSE				Definitely okay
elife-25716-fig5-v2	FALSE				Definitely okay
elife-25728-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-25736-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-25742-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-25762-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-25783-fig4-v3	FALSE				Definitely okay
elife-25818-fig10-v1	TRUE	Y	N	N	Definitely okay
elife-25819-fig8-v2	FALSE				Definitely okay
elife-25844-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-25861-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-25861-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-25884-fig6-v1	FALSE				Definitely okay
elife-25884-fig7-v1	FALSE				Definitely okay
elife-25885-fig2-v1.jpg	TRUE	Y	N	N	Probably okay
elife-25887-fig1-v1	FALSE				Gray-scale
elife-25887-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-25887-fig5-v1	FALSE				Gray-scale
elife-25902-fig11-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-25940-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-25950-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-25964-fig2-v2	FALSE				Definitely okay
elife-25964-fig4-v2.jpg	FALSE				Definitely okay
elife-26000-fig3-v2	FALSE				Definitely okay
elife-26000-fig9-v2	TRUE	Y	Y	N	Definitely okay
elife-26016-fig1-v3	TRUE	NA	NA	Y	Definitely okay
elife-26016-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-26022-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-26023-fig5-v1	TRUE	Y	Y	N	Probably okay
elife-26036-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-26036-fig8-v3	TRUE	Y	N	Y	Definitely okay
elife-26036-fig9-v3	TRUE	Y	Y	Y	Definitely okay
elife-26084-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-26107-fig4-v3	FALSE				Definitely okay
elife-26109-fig4-v2	FALSE				Definitely okay
elife-26116-fig8-v2	FALSE				Definitely okay
elife-26117-fig9-v1	TRUE	Y	Y	N	Definitely okay
elife-26129-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-26129-fig4-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-26152-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-26177-fig5-v2	FALSE				Definitely okay
elife-26196-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-26215-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-26231-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-26231-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-26255-fig5-v2	FALSE				Definitely okay
elife-26280-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-26287-fig2-v3	TRUE	N	N	N	Definitely problematic
elife-26287-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-26338-fig6-v2.jpg	FALSE				Gray-scale
elife-26338-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-26362-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-26362-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-26371-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-26377-fig2-v3.jpg	TRUE	Y	N	N	Definitely okay
elife-26403-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-26404-fig4-v1	FALSE				Definitely okay
elife-26404-fig4-v2.jpg	FALSE				Definitely okay
elife-26404-fig6-v1	TRUE	Y	N	N	Definitely okay
elife-26410-fig2-v2.jpg	FALSE				Definitely okay
elife-26410-fig5-v2	TRUE	N	Y	N	Probably okay
elife-26437-fig1-v2	FALSE				Definitely okay
elife-26509-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-26524-fig3-v2	FALSE				Definitely okay
elife-26524-fig4-v2.jpg	FALSE				Definitely okay
elife-26556-fig2-v1.jpg	FALSE				Definitely okay
elife-26556-fig6-v1	FALSE				Definitely okay
elife-26580-fig4-v1.jpg	TRUE	N	Y	N	Probably okay
elife-26609-fig7-v1.jpg	TRUE	Y	N	N	Probably okay
