,article_id,image_file_path,is_rgb,max_ratio,num_high_ratios,proportion_high_ratio_pixels,mean_delta,euclidean_distance_metric,firstPart,secondPart
10854,12397,elife-12397-fig7-v2.jpg,1,7.978949260039085,4.0,0.0094871794871794,0.0357770582566389,32.300838857815634,Images,12397
10909,12469,elife-12469-fig2-v2.jpg,0,,,,,,Images,12469
10982,12577,elife-12577-fig5-v1.jpg,1,9.88119802894851,66.0,0.0618923611111111,0.0597959911213301,16.522683929858744,Images,12577
10996,12620,elife-12620-fig5-v1.jpg,1,11.28468276217374,20.0,0.0150439486139283,0.0269601297409049,26.419689627245813,Images,12620
11014,12637,elife-12637-fig8-v1.jpg,1,13.41736105759202,2.0,0.0006596491228070176,0.0760933554020659,32.57299494980466,Images,12637
11116,12821,elife-12821-fig4-v3.jpg,1,7.8380677143397905,9.0,0.0140365682137834,0.0215336214630822,8.5,Images,12821
11135,12856,elife-12856-fig1-v3.jpg,1,10.839195484313375,76.0,0.0497229437229437,0.0468868952501108,22.282141543086208,Images,12856
11267,13073,elife-13073-fig2-v1.jpg,1,10.688027262518885,111.0,0.1294656488549618,0.0950850476459994,27.202941017470888,Images,13073
11378,13253,elife-13253-fig1-v2.jpg,1,10.859750779123788,61.0,0.0626446886446886,0.0429176107118109,3.605551275463989,Images,13253
11384,13253,elife-13253-fig7-v2.jpg,1,10.919991921313644,56.0,0.0483968253968253,0.0839125347037078,7.615773105863909,Images,13253
11439,13308,elife-13308-fig2-v1.jpg,1,10.689881949879467,25.0,0.0643457497612225,0.0645991199611241,23.345235059857504,Images,13308
11482,13378,elife-13378-fig3-v3.jpg,1,6.970757170145431,4.0,0.0012192393736017,0.0304401122891189,24.85908503842527,Images,13378
11559,13424,elife-13424-fig6-v2.jpg,1,9.484186525608571,38.0,0.1083912747102931,0.0402046913987367,8.154234499766936,Images,13424
11602,13463,elife-13463-fig6-v2.jpg,1,9.995954719209555,19.0,0.015393634840871,0.0761650068866147,12.681591040231808,Images,13463
11624,13546,elife-13546-fig2-v2.jpg,1,11.24609978037283,37.0,0.0695820895522388,0.1608551839520351,12.0,Images,13546
11672,13571,elife-13571-fig1-v3.jpg,1,9.97500172759164,51.0,0.0182233088834555,0.0781138362984747,33.54101966249684,Images,13571
11697,13614,elife-13614-fig6-v2.jpg,0,,,,,,Images,13614
11794,13764,elife-13764-fig8-v1.jpg,1,11.21261074185143,370.0,0.1380266666666666,0.1173411576063117,11.04536101718726,Images,13764
11808,13768,elife-13768-fig6-v1.jpg,1,9.798976206749618,51.0,0.0707304964539007,0.0705691670087711,21.470910553583888,Images,13768
11821,13799,elife-13799-fig4-v2.jpg,0,,,,,,Images,13799
11900,13905,elife-13905-fig2-v2.jpg,1,8.469263817607082,11.0,0.0079351851851851,0.041769656668106,32.13203973007397,Images,13905
11959,13998,elife-13998-fig1-v1.jpg,1,10.942167001242208,53.0,0.0811042944785276,0.0438313103230348,17.804493814764857,Images,13998
12018,14029,elife-14029-fig6-v4.jpg,0,,,,,,Images,14029
12084,14120,elife-14120-fig1-v1.jpg,1,9.049811249589116,30.0,0.0661605584642233,0.117488499422875,12.589537363407594,Images,14120
12127,14170,elife-14170-fig10-v2.jpg,1,9.95485921649446,55.0,0.0403440860215053,0.0357723841572484,16.60195598740959,Images,14170
12159,14197,elife-14197-fig1-v1.jpg,1,10.659354069213784,72.0,0.0416894977168949,0.0254695255455543,12.083045973594572,Images,14197
12341,14521,elife-14521-fig3-v2.jpg,1,8.4677858647341,13.0,0.0146702317290552,0.0236461398490635,6.0,Images,14521
12389,14614,elife-14614-fig3-v3.jpg,1,6.590585724757164,5.0,0.0028882294757665,0.0270924144351555,33.86170978816133,Images,14614
12398,14618,elife-14618-fig7-v2.jpg,1,10.52044718063087,155.0,0.0601070336391437,0.0514474473349011,10.0,Images,14618
12420,14643,elife-14643-fig3-v2.jpg,1,10.03200210485168,106.0,0.0435435435435435,0.130233641784897,12.821532543763867,Images,14643
12449,14692,elife-14692-fig5-v4.jpg,1,9.583487409396762,17.0,0.0514285714285714,0.0092767578843294,9.219544457292889,Images,14692
12457,14694,elife-14694-fig7-v1.jpg,1,10.28230734400926,73.0,0.1462991452991453,0.0469732517088175,27.784887978899608,Images,14694
12495,14730,elife-14730-fig6-v3.jpg,0,,,,,,Images,14730
12550,14845,elife-14845-fig7-v1.jpg,1,8.99302850759715,19.0,0.0156959064327485,0.0259520856388474,20.41985850664529,Images,14845
12616,14926,elife-14926-fig4-v1.jpg,1,12.003179692641805,29.0,0.014912985274431,0.022190255074655,9.027692569068709,Images,14926
12627,14979,elife-14979-fig5-v2.jpg,1,11.210589426244267,118.0,0.0966957787481805,0.0366022278198643,10.0,Images,14979
12778,15251,elife-15251-fig3-v3.jpg,1,10.453101667463107,122.0,0.0597316821465428,0.0974944009482849,13.423892574709011,Images,15251
12823,15275,elife-15275-fig6-v2.jpg,1,9.071704690584928,27.0,0.0381311769991015,0.0995001201338999,25.70992026436488,Images,15275
12849,15325,elife-15325-fig12-v2.jpg,1,9.926663273118942,13.0,0.0017676767676767,0.0307731321789121,56.87203265049312,Images,15325
12890,15448,elife-15448-fig3-v1.jpg,1,10.787088234837745,7.0,0.0054248366013071,0.0925888023644494,20.914365781842363,Images,15448
13044,15693,elife-15693-fig6-v2.jpg,1,8.792751814237624,29.0,0.0415695792880258,0.04498474089581,4.692582403567252,Images,15693
13098,15751,elife-15751-fig3-v2.jpg,1,10.223365158099035,131.0,0.0328659611992945,0.0437055282191202,20.0,Images,15751
13121,15828,elife-15828-fig1-v2.jpg,0,,,,,,Images,15828
13128,15828,elife-15828-fig4-v3.jpg,1,10.470156253421967,66.0,0.0607492354740061,0.0591758308423339,31.95309061734092,Images,15828
13185,15910,elife-15910-fig3-v3.jpg,1,14.025117892903232,3.0,0.0022813688212927,0.0447677155596858,29.9164338901763,Images,15910
13282,16059,elife-16059-fig7-v2.jpg,1,12.483699789995082,106.0,0.0523763440860215,0.0225862922565125,20.383370629999888,Images,16059
13401,16262,elife-16262-fig4-v2.jpg,1,7.362849483017075,6.0,0.0014696969696969,0.0773516875949385,10.367968324948777,Images,16262
13440,16335,elife-16335-fig6-v2.jpg,1,17.308105759061338,69.0,0.032961432506887,0.039282086865085,12.841455262053788,Images,16335
13449,16351,elife-16351-fig3-v2.jpg,1,14.28342354142079,144.0,0.1830806257521059,0.1008394769372875,48.27007354458868,Images,16351
13483,16415,elife-16415-fig1-v1.jpg,1,24.29158549912325,102.0,0.2897713280562884,0.0589525159212658,15.652475842498529,Images,16415
13516,16472,elife-16472-fig1-v1.jpg,1,11.354709339187613,38.0,0.0378041756659467,0.0446932879873556,28.0713376952364,Images,16472
13538,16534,elife-16534-fig1-v1.jpg,1,10.026800346512358,48.0,0.0653333333333333,0.0323203339269643,24.515301344262525,Images,16534
13627,16673,elife-16673-fig5-v2.jpg,1,10.53963856742612,166.0,0.1718666666666666,0.1345703413697979,11.704699910719626,Images,16673
13686,16793,elife-16793-fig7-v3.jpg,1,11.253050368867084,17.0,0.0262643678160919,0.027065976759352,18.24828759089466,Images,16793
13851,17023,elife-17023-fig3-v3.jpg,1,7.969380204411112,11.0,0.0091364421416234,0.0439219101505291,54.235493543835766,Images,17023
13853,17023,elife-17023-fig5-v3.jpg,1,8.82205791915848,9.0,0.0038987043580683,0.0416713184195007,14.0356688476182,Images,17023
13928,17111,elife-17111-fig10-v1.jpg,1,7.854582242087118,4.0,0.0007963875205254516,0.1526378851404154,24.839484696748443,Images,17111
14059,17375,elife-17375-fig1-v2.jpg,1,11.2173363485188,140.0,0.0341081871345029,0.0709620703339262,7.0,Images,17375
14156,17551,elife-17551-fig2-v1.jpg,1,9.854449604445191,12.0,0.0192682926829268,0.0929384447109152,18.68154169226941,Images,17551
14169,17556,elife-17556-fig4-v1.jpg,1,10.933458220762432,105.0,0.0682820512820512,0.0136324438985948,10.44030650891055,Images,17556
14323,17823,elife-17823-fig6-v2.jpg,1,10.053298865858295,67.0,0.1404858299595141,0.0429283089095647,15.0,Images,17823
14355,17903,elife-17903-fig4-v2.jpg,1,10.892023566308277,141.0,0.1124044943820224,0.0626664086395889,25.495097567963924,Images,17903
14380,17936,elife-17936-fig1-v2.jpg,0,,,,,,Images,17936
14390,17979,elife-17979-fig3-v1.jpg,1,7.291009019059734,5.0,0.0014074074074074,0.0293836362734594,6.0,Images,17979
14442,18023,elife-18023-fig6-v1.jpg,1,13.314794014763478,82.0,0.0696959826275787,0.0787273050995489,23.108277937964537,Images,18023
14465,18082,elife-18082-fig7-v2.jpg,0,,,,,,Images,18082
14515,18126,elife-18126-fig6-v2.jpg,1,9.86649896555815,68.0,0.1054166666666666,0.0921332080636921,13.601470508735444,Images,18126
14529,18129,elife-18129-fig3-v1.jpg,1,10.589126120074612,63.0,0.0620738874895046,0.0542623759964484,16.140004959000304,Images,18129
14548,18146,elife-18146-fig6-v1.jpg,1,10.341755293741988,76.0,0.1085815602836879,0.0163637738259398,21.37018212307306,Images,18146
14558,18164,elife-18164-fig3-v2.jpg,1,13.064652669363497,31.0,0.0222,0.030498460315377,8.395107498276426,Images,18164
14642,18270,elife-18270-fig7-v2.jpg,1,11.740810880265313,245.0,0.0252256186317321,0.1062681517540026,13.019202405202648,Images,18270
14666,18295,elife-18295-fig3-v4.jpg,1,10.815171795660904,137.0,0.0834164588528678,0.0662507725539711,11.442519899109287,Images,18295
14673,18295,elife-18295-fig5-v5.jpg,1,11.044395101911912,88.0,0.1338543628374137,0.0472475220362706,19.849433241279208,Images,18295
14733,18345,elife-18345-fig9-v2.jpg,1,11.256426173098951,61.0,0.0194047619047619,0.1353467434046245,10.5,Images,18345
14875,18501,elife-18501-fig4-v1.jpg,1,11.636908309532954,58.0,0.0805977710233029,0.0639666952811154,13.45362404707371,Images,18501
14896,18544,elife-18544-fig7-v2.jpg,1,10.87950222576278,139.0,0.1108007448789571,0.1063325123336376,24.33105012119288,Images,18544
14999,18731,elife-18731-fig5-v1.jpg,1,9.949220711313236,7.0,0.0026436781609195,0.0200237200094697,4.123105625617661,Images,18731
15063,18857,elife-18857-fig8-v2.jpg,1,10.240264138494192,38.0,0.0151860649247822,0.0400663921025491,5.9568572125717605,Images,18857
15067,18882,elife-18882-fig4-v2.jpg,0,,,,,,Images,18882
15102,18972,elife-18972-fig3-v3.jpg,0,,,,,,Images,18972
15105,18972,elife-18972-fig6-v3.jpg,0,,,,,,Images,18972
15240,19131,elife-19131-fig6-v2.jpg,1,11.05138710202077,37.0,0.0236796536796536,0.0536233714967258,16.985281374238568,Images,19131
15291,19236,elife-19236-fig6-v2.jpg,1,8.282880652702993,3.0,0.0029059829059829,0.0099326276323818,30.01666203960727,Images,19236
15338,19272,elife-19272-fig7-v2.jpg,1,10.677646203245276,103.0,0.0413888888888888,0.0717483433633109,3.1622776601683795,Images,19272
15365,19295,elife-19295-fig1-v2.jpg,1,6.376340995634076,2.0,0.0005518763796909492,0.0376215332847523,5.385164807134504,Images,19295
15462,19466,elife-19466-fig1-v2.jpg,0,,,,,,Images,19466
15488,19484,elife-19484-fig1-v2.jpg,1,7.176395846378788,3.0,0.0002650356778797146,0.0352681844506762,24.839484696748443,Images,19484
15526,19510,elife-19510-fig5-v2.jpg,1,10.034842154816351,94.0,0.0166369047619047,0.0473126458623222,6.324555320336759,Images,19510
15533,19531,elife-19531-fig5-v2.jpg,1,10.86586594445354,18.0,0.007789661319073,0.0218587635254107,8.06225774829855,Images,19531
15643,19671,elife-19671-fig4-v1.jpg,1,9.486478211374228,9.0,0.0160477001703577,0.0369227901058339,32.2490309931942,Images,19671
15728,19848,elife-19848-fig5-v2.jpg,1,7.976917752855639,19.0,0.0086572769953051,0.0229847088268526,15.832778494665238,Images,19848
15890,20023,elife-20023-fig3-v1.jpg,1,11.100222922032067,4.0,0.0042431561996779,0.0616692417666891,47.50789408087881,Images,20023
16027,20178,elife-20178-fig1-v3.jpg,1,9.752711198703272,9.0,0.0051819923371647,0.0341031453732803,11.35773137498807,Images,20178
16043,20198,elife-20198-fig5-v2.jpg,1,10.3130223775328,12.0,0.0245304659498207,0.0378362318424446,28.38047748640381,Images,20198
16192,20470,elife-20470-fig4-v1.jpg,1,25.63110451339036,73.0,0.0101075268817204,0.0230182210460459,7.071067811865476,Images,20470
16237,20522,elife-20522-fig5-v2.jpg,1,10.462229315866503,13.0,0.014955609362389,0.0149685927910868,17.029386365926403,Images,20522
16279,20542,elife-20542-fig8-v2.jpg,1,9.935182596232467,76.0,0.1262595870206489,0.0374526805145339,23.53720459187964,Images,20542
16312,20556,elife-20556-fig8-v1.jpg,1,10.747790157279969,188.0,0.0718040293040293,0.0836892822882415,4.0,Images,20556
16389,20707,elife-20707-fig5-v2.jpg,1,8.617844529446094,14.0,0.0296983640081799,0.0289675172926803,39.11521443121589,Images,20707
16403,20718,elife-20718-fig6-v4.jpg,1,8.601529663793523,16.0,0.0220892857142857,0.0272079794963451,17.26267650163207,Images,20718
16950,21397,elife-21397-fig1-v1.jpg,1,9.403546295712232,15.0,0.1486746117732033,0.1001579036886374,48.84669896727925,Images,21397
16978,21455,elife-21455-fig1-v2.jpg,1,10.32163283075472,15.0,0.0038251366120218,0.0272106784987673,24.0,Images,21455
17015,21475,elife-21475-fig8-v2.jpg,1,11.296579098122884,197.0,0.0539855072463768,0.0282858562211028,9.055385138137416,Images,21475
17040,21510,elife-21510-fig1-v2.jpg,1,11.529619547560596,79.0,0.1396864686468646,0.1129695833420198,6.082762530298219,Images,21510
17116,21629,elife-21629-fig6-v2.jpg,1,7.41861459702682,3.0,0.0005257623554153522,0.0121722789221227,21.027124821170965,Images,21629
17287,21886,elife-21886-fig3-v2.jpg,1,10.563166055175053,63.0,0.0211925708699902,0.0203833929166944,52.354560450833695,Images,21886
17290,21886,elife-21886-fig6-v2.jpg,1,14.03607670399789,32.0,0.0126919032597266,0.036396922663471,5.0,Images,21886
17319,21937,elife-21937-fig7-v2.jpg,1,11.29493603282165,39.0,0.0295462184873949,0.0466382085220754,20.615528128088304,Images,21937
17481,22175,elife-22175-fig7-v1.jpg,1,10.484794359252628,15.0,0.0049242424242424,0.0464525444532997,24.33105012119288,Images,22175
17487,22187,elife-22187-fig1-v3.jpg,1,10.20325787433146,67.0,0.0376068376068376,0.0307491875509513,11.180339887498947,Images,22187
17513,22206,elife-22206-fig3-v3.jpg,1,9.38432023667061,35.0,0.0771841704718417,0.0693331612541371,7.615773105863909,Images,22206
17710,22509,elife-22509-fig1-v2.jpg,1,10.659141862292062,191.0,0.0920642570281124,0.1251839101274258,7.0,Images,22509
17737,22519,elife-22519-fig7-v1.jpg,1,10.514916879896512,39.0,0.0127964205816554,0.0398931021866507,6.555664084966109,Images,22519
17761,22537,elife-22537-fig7-v1.jpg,1,7.814701266309989,27.0,0.0095138888888888,0.0168210315315244,7.810249675906654,Images,22537
17766,22540,elife-22540-fig4-v1.jpg,0,,,,,,Images,22540
17816,22626,elife-22626-fig2-v1.jpg,1,9.024876269137042,2.0,0.0038588588588588,0.0185903847663085,28.9306219026366,Images,22626
17834,22644,elife-22644-fig2-v1.jpg,1,11.73829003614244,101.0,0.0428205128205128,0.0603210497235585,3.605551275463989,Images,22644
17835,22644,elife-22644-fig3-v1.jpg,1,11.037818065210818,36.0,0.034690618762475,0.0458710137583238,12.041594578792296,Images,22644
18079,22906,elife-22906-fig3-v2.jpg,1,10.13783548481755,33.0,0.0300550964187327,0.0256335952208345,9.219544457292889,Images,22906
18129,22974,elife-22974-fig2-v2.jpg,1,10.871922255586073,69.0,0.1269757174392936,0.0801354819682697,10.024937810560443,Images,22974
18182,23011,elife-23011-fig6-v3.jpg,1,8.688139187403113,15.0,0.0063018242122719,0.0509823119627443,5.385164807134504,Images,23011
18373,23235,elife-23235-fig10-v1.jpg,0,,,,,,Images,23235
18429,23279,elife-23279-fig3-v1.jpg,1,11.00609281499975,51.0,0.1453921568627451,0.0388749341098645,28.16025568065745,Images,23279
18480,23361,elife-23361-fig6-v2.jpg,1,6.877039728106409,2.0,0.0005555555555555556,0.0149565994529863,32.202484376209235,Images,23361
18510,23386,elife-23386-fig9-v2.jpg,1,17.890788161233566,176.0,0.0684886128364389,0.0480866510952682,26.92582403567252,Images,23386
18540,23468,elife-23468-fig3-v1.jpg,1,9.778070505011769,51.0,0.0595752539242843,0.0237992194187064,16.278820596099706,Images,23468
18544,23471,elife-23471-fig2-v2.jpg,1,10.568119543700265,270.0,0.2281571815718157,0.0893726147825005,18.35755975068582,Images,23471
18550,23473,elife-23473-fig2-v4.jpg,1,10.850223413349196,50.0,0.0062877192982456,0.0206698689670927,1.0,Images,23473
18593,23496,elife-23496-fig4-v1.jpg,1,10.968831386893845,5.0,0.0044329896907216,0.0232936248591072,26.1725046566048,Images,23496
18600,23496,elife-23496-fig7-v2.jpg,1,9.779951018412598,43.0,0.0386710719530102,0.0246335307091563,16.07786751923925,Images,23496
18702,23609,elife-23609-fig9-v2.jpg,1,10.374079050028651,53.0,0.0255917874396135,0.0796083767660609,13.601470508735444,Images,23609
18739,23629,elife-23629-fig4-v2.jpg,1,10.04821787626066,28.0,0.0055195843325339,0.0130132017014558,30.4138126514911,Images,23629
18755,23645,elife-23645-fig4-v1.jpg,1,10.0959979842543,25.0,0.0183935742971887,0.0378055055047564,12.727922061357855,Images,23645
18788,23670,elife-23670-fig4-v3.jpg,1,11.085536411778552,126.0,0.2066211085801063,0.1065034629123355,27.459060435491963,Images,23670
18842,23759,elife-23759-fig1-v2.jpg,1,11.112307213697717,87.0,0.0354694835680751,0.031018549551831,8.517834423809099,Images,23759
18862,23763,elife-23763-fig5-v4.jpg,1,9.254141968324712,19.0,0.01387902695595,0.0818685797244702,12.205455727822638,Images,23763
18925,23866,elife-23866-fig6-v3.jpg,1,9.272837058250175,47.0,0.1249444444444444,0.2045756074445113,19.91116370054516,Images,23866
19050,24059,elife-24059-fig7-v2.jpg,1,14.18067691185916,6.0,0.010558659217877,0.0046601786304112,22.0,Images,24059
19122,24125,elife-24125-fig8-v3.jpg,1,10.690440887897491,42.0,0.1865116279069767,0.0562415266105316,23.93727259134088,Images,24125
19144,24176,elife-24176-fig10-v1.jpg,1,7.334035909238623,6.0,0.0065182186234817,0.0165803276440801,18.867962264113206,Images,24176
19192,24231,elife-24231-fig12-v1.jpg,1,8.692167760234925,14.0,0.0029370629370629,0.0110991942212167,3.702459173643832,Images,24231
19236,24241,elife-24241-fig3-v2.jpg,0,,,,,,Images,24241
19249,24265,elife-24265-fig2-v3.jpg,1,10.42134527143175,162.0,0.1810373443983402,0.0762881590953752,12.082762530298218,Images,24265
19265,24271,elife-24271-fig1-v1.jpg,1,8.035781446802353,3.0,0.0007646356033452808,0.0256597244675979,12.041594578792296,Images,24271
19293,24318,elife-24318-fig2-v2.jpg,1,12.121878026088432,12.0,0.0074269005847953,0.0675550632921102,12.534393703298129,Images,24318
19314,24336,elife-24336-fig5-v1.jpg,1,11.105079014742463,118.0,0.2027626137303556,0.0800631440934441,3.2393543323095373,Images,24336
19325,24364,elife-24364-fig2-v2.jpg,1,10.680772496995626,76.0,0.0312303664921465,0.0398704043077974,24.04163056034261,Images,24364
19477,24573,elife-24573-fig7-v2.jpg,1,10.583669546391206,20.0,0.0135158150851581,0.0563011938227174,12.580849444152754,Images,24573
19515,24655,elife-24655-fig6-v2.jpg,1,11.929283634292718,3.0,0.0015212981744421,0.0326547609165578,1.0,Images,24655
19537,24665,elife-24665-fig2-v4.jpg,0,,,,,,Images,24665
19618,24779,elife-24779-fig5-v4.jpg,1,10.355828304426003,19.0,0.0103086419753086,0.0189733060000868,7.694507207732848,Images,24779
19648,24845,elife-24845-fig5-v3.jpg,1,11.515282738508734,123.0,0.0999888888888888,0.0616630551098872,14.422205101855956,Images,24845
19693,24910,elife-24910-fig6-v5.jpg,1,5.982114069687053,7.0,0.0096133333333333,0.1506637897384628,41.23105625617661,Images,24910
19721,24992,elife-24992-fig8-v2.jpg,1,10.41828802706206,40.0,0.0166517857142857,0.0960535644906282,6.203658925317489,Images,24992
19734,25008,elife-25008-fig4-v4.jpg,1,10.256609056839295,96.0,0.0553777777777777,0.2320849148668883,8.54400374531753,Images,25008
19750,25060,elife-25060-fig1-v1.jpg,1,10.194992806899023,49.0,0.0214624183006535,0.0374289112024703,31.708129061689704,Images,25060
19837,25139,elife-25139-fig4-v2.jpg,0,,,,,,Images,25139
19873,25217,elife-25217-fig1-v2.jpg,1,10.701564034577268,38.0,0.0532130584192439,0.1245759512637151,6.737096024649162,Images,25217
19896,25233,elife-25233-fig2-v2.jpg,1,10.318424767107576,135.0,0.0240034071550255,0.0343031943942544,20.808652046684813,Images,25233
20006,25384,elife-25384-fig6-v2.jpg,1,11.104692384919144,60.0,0.0181609195402298,0.0294387168492871,1.0,Images,25384
20065,25492,elife-25492-fig5-v1.jpg,1,9.801283617284142,47.0,0.0314087759815242,0.0108474596619443,18.439088914585778,Images,25492
20074,25496,elife-25496-fig6-v2.jpg,1,10.467627424754278,97.0,0.0626955475330926,0.0408629230653028,16.99997455720177,Images,25496
20114,25555,elife-25555-fig9-v2.jpg,1,10.325765010160568,60.0,0.0501484480431848,0.0721382100556774,6.4031242374328485,Images,25555
20181,25681,elife-25681-fig7-v2.jpg,1,10.41449903656596,110.0,0.147719298245614,0.1521183687294528,18.85302420614054,Images,25681
20195,25716,elife-25716-fig1-v2.jpg,1,10.771494953581136,68.0,0.0082077051926298,0.0353915067203513,10.384359771914909,Images,25716
20367,25885,elife-25885-fig2-v1.jpg,1,11.338811907113495,134.0,0.0444782853919909,0.1088930713006471,3.8643284505408246,Images,25885
20384,25902,elife-25902-fig11-v2.jpg,1,10.882775821076514,107.0,0.2595014662756598,0.0648965952778574,16.278820596099706,Images,25902
20409,25940,elife-25940-fig1-v2.jpg,1,9.628712617666938,14.0,0.0057977528089887,0.0781447460065823,16.0,Images,25940
20445,25964,elife-25964-fig4-v2.jpg,1,8.691980376412232,32.0,0.0180864197530864,0.0684013377245151,8.602325267042627,Images,25964
20458,26016,elife-26016-fig3-v2.jpg,1,8.989024201163522,39.0,0.0155653883972468,0.052124945032466,6.708203932499369,Images,26016
20606,26129,elife-26129-fig4-v3.jpg,1,10.061298393532764,58.0,0.0353735632183908,0.0357884759433619,11.051105149300575,Images,26129
20701,26231,elife-26231-fig3-v2.jpg,1,10.456151587833462,36.0,0.0106648936170212,0.0765149015064961,31.622776601683796,Images,26231
20788,26338,elife-26338-fig6-v2.jpg,1,8.584816391735028,18.0,0.1052222222222222,0.0314827453236267,28.16025568065745,Images,26338
20830,26377,elife-26377-fig2-v3.jpg,1,10.369271850995029,63.0,0.0625751366120218,0.0635345979757113,22.516616699800597,Images,26377
20857,26404,elife-26404-fig4-v2.jpg,1,8.463983700794367,9.0,0.0085021097046413,0.0587400969498871,25.61249694973139,Images,26404
20866,26410,elife-26410-fig2-v2.jpg,1,5.164541860861919,1.0,0.0001926782273603083,0.0468977794214919,77.62349119939344,Images,26410
20936,26524,elife-26524-fig4-v2.jpg,1,8.716936610533521,5.0,0.0020484581497797,0.0190131545776661,37.8021163428716,Images,26524
20946,26556,elife-26556-fig2-v1.jpg,1,7.128890660322206,4.0,0.0055476753349093,0.0214907918769313,48.507731342539614,Images,26556
20968,26580,elife-26580-fig4-v1.jpg,0,,,,,,Images,26580
20989,26609,elife-26609-fig7-v1.jpg,1,10.90075427919304,140.0,0.0592890995260663,0.0345569933202721,6.708203932499369,Images,26609
21032,26642,elife-26642-fig3-v2.jpg,1,7.134384359921695,9.0,0.000868421052631579,0.0086456857231831,7.211102550927978,Images,26642
21121,26759,elife-26759-fig1-v2.jpg,1,12.210289788143292,163.0,0.0665772669220945,0.0600091523884976,14.8824115301167,Images,26759
21141,26801,elife-26801-fig1-v2.jpg,1,7.25551505932432,2.0,0.0038057742782152,0.0516942081852676,53.45091205957107,Images,26801
21217,26876,elife-26876-fig2-v1.jpg,1,6.1362179365438205,2.0,0.00068561872909699,0.0180102240271057,28.792360097775937,Images,26876
21235,26886,elife-26886-fig8-v2.jpg,0,,,,,,Images,26886
21260,26933,elife-26933-fig3-v2.jpg,1,9.80077062360261,4.0,0.0088215488215488,0.0513271146794898,26.41022359606699,Images,26933
21353,26975,elife-26975-fig7-v3.jpg,1,14.076422127599326,163.0,0.1201273148148148,0.0706922108035494,12.973185975570203,Images,26975
21447,27057,elife-27057-fig6-v1.jpg,1,11.844389112216795,63.0,0.0558861164427383,0.0808788484745875,5.0990195135927845,Images,27057
21557,27192,elife-27192-fig2-v2.jpg,1,7.539379307797884,3.0,0.0039915611814345,0.0304677532662717,28.239930098835018,Images,27192
21575,27210,elife-27210-fig5-v1.jpg,1,8.618813703330696,13.0,0.0756802721088435,0.0229805474894909,18.027756377319943,Images,27210
21650,27322,elife-27322-fig10-v2.jpg,1,9.099473285213165,15.0,0.0095352214960058,0.0279740437121625,28.178005607210743,Images,27322
21703,27362,elife-27362-fig3-v2.jpg,1,10.978939185747851,403.0,0.0669885641677255,0.0593117816002645,4.242640687119285,Images,27362
21745,27402,elife-27402-fig2-v2.jpg,1,9.550063443060644,15.0,0.0239545454545454,0.0082684452205035,18.601075237738275,Images,27402
21821,27445,elife-27445-fig4-v2.jpg,1,11.096764290276766,76.0,0.0334470691163604,0.0377504286442444,19.026297590440446,Images,27445
21863,27455,elife-27455-fig1-v3.jpg,1,11.351146940450633,30.0,0.0432323232323232,0.1381254001915159,27.459060435491963,Images,27455
21866,27455,elife-27455-fig4-v3.jpg,1,11.492696447303077,15.0,0.023452157598499,0.0477876929110028,33.13608305156178,Images,27455
21926,27592,elife-27592-fig2-v2.jpg,1,9.807904527117431,25.0,0.0014335664335664,0.0121983753048818,8.246211251235321,Images,27592
21986,27652,elife-27652-fig5-v3.jpg,1,10.859767651375408,57.0,0.0346716232961586,0.1109826571260161,9.055385138137416,Images,27652
22003,27670,elife-27670-fig2-v4.jpg,1,9.925879243588296,17.0,0.0075495495495495,0.0615463187860496,27.018512172212592,Images,27670
22018,27679,elife-27679-fig3-v2.jpg,0,,,,,,Images,27679
22050,27711,elife-27711-fig4-v1.jpg,1,9.70995513921783,174.0,0.050025641025641,0.0619628989078784,5.830951894845301,Images,27711
22147,27860,elife-27860-fig10-v2.jpg,1,8.321614324478073,3.0,0.0022081575246132,0.0656060914668204,40.74203294483988,Images,27860
22166,27868,elife-27868-fig6-v2.jpg,1,9.831327596907004,132.0,0.070228426395939,0.123269891974917,12.649110640673518,Images,27868
22172,27872,elife-27872-fig7-v1.jpg,1,10.569606103994944,117.0,0.065006105006105,0.0762632609068897,3.179586801558725,Images,27872
22178,27879,elife-27879-fig3-v3.jpg,1,9.978308272022094,18.0,0.0074226804123711,0.0404146277713865,26.68574887436148,Images,27879
22230,28023,elife-28023-fig6-v1.jpg,1,15.70399655926511,52.0,0.111751269035533,0.0583749271448888,9.219544457292889,Images,28023
22252,28032,elife-28032-fig8-v2.jpg,1,10.235529235622018,36.0,0.0199572649572649,0.0748815487390271,16.383916236845167,Images,28032
22340,28118,elife-28118-fig6-v1.jpg,0,,,,,,Images,28118
22366,28132,elife-28132-fig6-v2.jpg,1,10.92180267818257,42.0,0.0341123188405797,0.0210222289933106,8.0,Images,28132
22395,28197,elife-28197-fig4-v1.jpg,1,8.080739234772896,14.0,0.0027516778523489,0.1146837756251487,4.47213595499958,Images,28197
22406,28202,elife-28202-fig6-v2.jpg,1,10.730791653656256,19.0,0.0049148418491484,0.0118156390272767,21.059409575678817,Images,28202
22439,28297,elife-28297-fig2-v2.jpg,0,,,,,,Images,28297
22457,28329,elife-28329-fig5-v2.jpg,1,9.993441231179938,18.0,0.0081552162849872,0.1298711569982899,11.180339887498947,Images,28329
